,#,Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Victory_Rate,Total_Battles,Victory_Counts,Offensive_Power,Defensive_Power,Speed_to_Power_Ratio,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water,,Type
697,698,Larvesta,Bug,Fire,55,85,55,50,55,60,5,0,0.4233576642335766,137.0,58.0,0.3195987913379218,0.2035214348206474,0.4829045047443136,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bug
698,699,Volcarona,Bug,Fire,85,60,65,135,105,100,5,0,0.7518248175182481,137.0,103.0,0.5155898522746349,0.3332114735658043,0.555270138286956,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bug
699,700,Cobalion,Steel,Fighting,91,90,129,90,72,108,5,1,0.9140625,128.0,117.0,0.5178462313244921,0.37684789401324836,0.6574438908845505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Fighting
700,701,Terrakion,Rock,Fighting,91,129,90,72,90,108,5,1,0.8536585365853658,123.0,105.0,0.5460924122880644,0.3549431321084864,0.5837688833862499,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Fighting
701,702,Virizion,Grass,Fighting,91,90,72,90,129,108,5,1,0.896,125.0,112.0,0.5178462313244921,0.38137170353705785,0.6574438908845505,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Fighting
702,703,Tornadus Incarnate Forme,Flying,,79,115,70,125,80,111,5,1,0.8468468468468469,111.0,94.0,0.6077557915057916,0.2971941007374078,0.49624526308464134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Flying
703,704,Tornadus Therian Forme,Flying,,79,100,80,110,90,121,5,1,0.968,125.0,121.0,0.595676515024341,0.32020997375328086,0.6265239096434931,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Flying
704,705,Thundurus Incarnate Forme,Electric,Flying,79,115,70,125,80,111,5,1,0.864,125.0,108.0,0.6077557915057916,0.2971941007374078,0.49624526308464134,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Electric
705,706,Thundurus Therian Forme,Electric,Flying,79,105,70,145,80,101,5,1,0.8608695652173913,115.0,99.0,0.5928447624643277,0.2971941007374078,0.4301724117504425,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Electric
706,707,Reshiram,Dragon,Fire,100,120,100,150,120,90,5,1,0.728,125.0,91.0,0.5884799395668961,0.4194850643669541,0.35107869882716125,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Dragon
707,708,Zekrom,Dragon,Electric,100,150,120,120,100,90,5,1,0.6493506493506493,154.0,100.0,0.5882596105422192,0.4178977627796525,0.3513024866907789,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dragon
708,709,Landorus Incarnate Forme,Ground,Flying,89,125,90,115,80,101,5,1,0.8725490196078431,102.0,89.0,0.5791109199261373,0.3391013623297088,0.44953786675309376,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Flying
709,710,Landorus Therian Forme,Ground,Flying,89,145,90,105,80,91,5,1,0.8549618320610687,131.0,112.0,0.5639795618599966,0.3391013623297088,0.385718212149233,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Flying
710,711,Kyurem,Dragon,Ice,125,130,90,130,90,95,5,1,0.7734375,128.0,99.0,0.5891052543226456,0.42187226596675415,0.38701574553777895,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dragon
711,712,Kyurem Black Kyurem,Dragon,Ice,125,170,100,120,90,95,5,1,0.77,100.0,77.0,0.6295723518549605,0.4329833770778653,0.3449919579577368,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dragon
712,713,Kyurem White Kyurem,Dragon,Ice,125,120,90,170,100,95,5,1,0.78125,128.0,100.0,0.6299395668960885,0.43377702787151606,0.3446523591012984,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dragon
713,714,Keldeo Ordinary Forme,Water,Fighting,91,72,90,129,90,108,5,0,0.8620689655172413,116.0,100.0,0.5465110374349504,0.3549431321084864,0.5828009458804897,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Fighting
714,715,Keldeo Resolute Forme,Water,Fighting,91,72,90,129,90,108,5,0,0.8925619834710744,121.0,108.0,0.5465110374349504,0.3549431321084864,0.5828009458804897,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Fighting
715,716,Meloetta Aria Forme,Normal,Psychic,100,77,77,128,128,90,5,0,0.6901408450704225,142.0,98.0,0.5004805271109619,0.4034533183352081,0.47088446828251185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Normal
716,717,Meloetta Pirouette Forme,Normal,Fighting,100,128,90,77,77,128,5,0,0.959349593495935,123.0,118.0,0.6086773963404398,0.3571834770653668,0.6823886896354798,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Fighting
717,718,Genesect,Bug,Steel,71,120,95,120,95,99,5,0,0.8203125,128.0,105.0,0.5734333557159644,0.32708098987626544,0.4401195179174403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bug
718,719,Chespin,Grass,,56,61,65,48,45,38,6,0,0.17567567567567569,148.0,26.0,0.2215918247439987,0.2046962879640045,0.36958525133356607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
719,720,Quilladin,Grass,,61,78,95,56,58,57,6,0,0.40336134453781514,119.0,48.0,0.3097200772200772,0.2633483314585677,0.46026230645479616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
720,721,Chesnaught,Grass,Fighting,88,107,122,74,75,64,6,0,0.4596774193548387,124.0,57.0,0.39336578814839684,0.36673603299587554,0.37452933476827444,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Fighting
721,722,Fennekin,Fire,,40,45,40,62,60,60,6,0,0.33884297520661155,121.0,41.0,0.28184908510995466,0.1632795900512436,0.6287916164700279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
722,723,Braixen,Fire,,59,59,58,90,70,73,6,0,0.5826086956521739,115.0,67.0,0.3759543394326003,0.23258592675915513,0.5339907173573973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
723,724,Delphox,Fire,Psychic,75,69,72,114,100,104,6,0,0.8253968253968254,126.0,104.0,0.5106479771697163,0.3153518310211223,0.6201896772343702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Fire
724,725,Froakie,Water,,41,56,40,62,44,71,6,0,0.568,125.0,71.0,0.32814252140339095,0.14620047494063243,0.6743311211208117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
725,726,Frogadier,Water,,54,63,52,83,56,97,6,0,0.7697841726618705,139.0,107.0,0.4404203038442169,0.1994100737407824,0.7391386031213151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
726,727,Greninja,Water,Dark,72,95,67,103,71,122,6,0,0.9606299212598425,127.0,122.0,0.5822660315595098,0.26936695413073364,0.6733378057060623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dark
727,728,Bunnelby,Normal,,38,36,38,32,36,57,6,0,0.3893805309734513,113.0,44.0,0.22035462481114657,0.12854893138357704,1.0312705552937036,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
728,729,Diggersby,Normal,Ground,85,56,77,50,77,78,6,0,0.53125,128.0,68.0,0.33183817357730405,0.31321147356580425,0.8443042623957878,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Ground
729,730,Fletchling,Normal,Flying,45,50,43,40,38,62,6,0,0.40441176470588236,136.0,55.0,0.2644288232331711,0.1502649668791401,0.7997174190001101,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Flying
730,731,Fletchinder,Fire,Flying,62,73,55,56,52,84,6,0,0.7244094488188977,127.0,92.0,0.3801061776061776,0.21372953380827397,0.7297967030566322,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Fire
731,732,Talonflame,Fire,Flying,78,81,71,74,69,126,6,0,0.9090909090909091,132.0,120.0,0.5353735101561188,0.28324146981627296,0.9102093032352248,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Fire
732,733,Scatterbug,Bug,,38,35,40,27,25,35,6,0,0.08208955223880597,134.0,11.0,0.14935265234178277,0.11767591551056117,0.6708129369940329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bug
733,734,Spewpa,Bug,,45,22,60,27,30,29,6,0,0.07518796992481203,133.0,10.0,0.11464222763135806,0.15963004624421945,0.7401796812994459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bug
734,735,Vivillon,Bug,Flying,80,52,50,90,50,89,6,0,0.6666666666666666,120.0,80.0,0.41220916568742655,0.24122609673790776,0.695816888140894,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bug
735,736,Litleo,Fire,Normal,62,50,58,73,54,72,6,0,0.4435483870967742,124.0,55.0,0.3378372083263388,0.21944381952255967,0.6526331332331019,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Fire
736,737,Pyroar,Fire,Normal,86,68,72,109,66,106,6,0,0.8099173553719008,121.0,98.0,0.508217433271781,0.29652918385201854,0.6561543238692731,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Fire
737,738,Flabébé,Fairy,,44,38,39,61,79,42,6,0,0.2251655629139073,151.0,34.0,0.21960235856974988,0.1926615423072116,0.46309825928178366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fairy
738,739,Floette,Fairy,,54,45,47,75,98,52,6,0,0.39669421487603307,121.0,48.0,0.2766549857310727,0.24385451818522685,0.47078390222026567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fairy
739,740,Florges,Fairy,,78,65,68,112,154,75,6,0,0.628099173553719,121.0,76.0,0.41966803760282023,0.3810986126734158,0.45471486145490053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fairy
740,741,Skiddo,Grass,,66,65,48,62,57,52,6,0,0.36220472440944884,127.0,46.0,0.28601896927983883,0.21977815273090864,0.44177799156527336,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
741,742,Gogoat,Grass,,123,100,62,97,81,68,6,0,0.4806201550387597,129.0,62.0,0.4265849001175088,0.3761098612673416,0.36461618659741546,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
742,743,Pancham,Fighting,,67,82,62,46,48,43,6,0,0.22033898305084745,118.0,26.0,0.2615385261037435,0.22658792650918635,0.3543058520232372,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fighting
743,744,Pangoro,Fighting,Dark,95,124,78,69,71,58,6,0,0.37398373983739835,123.0,46.0,0.3924024257176431,0.326864766904137,0.31387561540059455,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dark
744,745,Furfrou,Normal,,75,80,60,65,90,102,6,0,0.8625954198473282,131.0,113.0,0.4532224693637737,0.2901137357830271,0.7858658952746846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
745,746,Espurr,Psychic,,62,48,54,63,60,68,6,0,0.5178571428571429,112.0,58.0,0.3101189776733255,0.22214223222097235,0.6903482838188635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
746,747,Meowstic Male,Psychic,,74,48,76,83,81,104,6,0,0.7913043478260869,115.0,91.0,0.4401500335739466,0.2952087239095113,0.8977147161962444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
747,748,Meowstic Female,Psychic,,74,48,76,83,81,104,6,0,0.7322834645669292,127.0,93.0,0.4401500335739466,0.2952087239095113,0.8977147161962444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
748,749,Honedge,Steel,Ghost,45,80,100,35,37,28,6,0,0.3125,112.0,35.0,0.20103302836998488,0.21240782402199726,0.24236518104021504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Ghost
749,750,Doublade,Steel,Ghost,59,110,150,45,49,35,6,0,0.3333333333333333,132.0,44.0,0.27516052543226455,0.3098081489813774,0.22592510489853945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Ghost
750,751,Aegislash Blade Forme,Steel,Ghost,60,150,50,150,50,60,6,0,0.5,128.0,64.0,0.543306194393151,0.20185601799775027,0.2033351879894742,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Ghost
751,752,Aegislash Shield Forme,Steel,Ghost,60,50,150,50,150,60,6,0,0.5206611570247934,121.0,63.0,0.2723014940406245,0.43201474815648044,0.680810645402819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Ghost
752,753,Spritzee,Fairy,,78,52,60,63,65,23,6,0,0.06015037593984962,133.0,8.0,0.18695295450730234,0.26625734283214597,0.18938981810268937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fairy
753,754,Aromatisse,Fairy,,101,72,72,99,89,29,6,0,0.1937984496124031,129.0,25.0,0.2800358821554474,0.353437695288089,0.16194319143217123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fairy
754,755,Swirlix,Fairy,,62,48,66,59,57,49,6,0,0.33884297520661155,121.0,41.0,0.2503984807789156,0.23190413698287715,0.5031220061459247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fairy
755,756,Slurpuff,Fairy,,82,80,86,85,75,72,6,0,0.6183206106870229,131.0,81.0,0.3946820966929663,0.3149250093738283,0.470332322695306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fairy
756,757,Inkay,Dark,Psychic,53,54,53,37,46,45,6,0,0.3090909090909091,110.0,34.0,0.21718671311062615,0.18664791901012373,0.5539728921079204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dark
757,758,Malamar,Dark,Psychic,86,92,88,68,75,73,6,0,0.6835443037974683,158.0,108.0,0.3906576296793688,0.325021247344082,0.4940591538250887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dark
758,759,Binacle,Rock,Water,42,52,67,39,56,50,6,0,0.2868217054263566,129.0,37.0,0.23148711599798555,0.19245469316335456,0.6231307704073497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Rock
759,760,Barbaracle,Rock,Water,72,105,115,54,86,68,6,0,0.5149253731343284,134.0,69.0,0.3749177438307873,0.3405574303212099,0.46114177595879285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Rock
760,761,Skrelp,Poison,Water,50,60,60,60,60,30,6,0,0.11290322580645161,124.0,14.0,0.2136876783615914,0.20518685164354455,0.2506105503213322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Poison
761,762,Dragalge,Poison,Dragon,65,75,90,97,123,44,6,0,0.1987179487179487,156.0,31.0,0.32422968776229644,0.343047744031996,0.2615066594019362,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Dragon
762,763,Clauncher,Water,,50,53,62,58,63,44,6,0,0.13709677419354838,124.0,17.0,0.24151082759778414,0.21098050243719535,0.42747887094006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
763,764,Clawitzer,Water,,71,73,88,120,89,59,6,0,0.43537414965986393,147.0,64.0,0.3956341279167366,0.31216035495563055,0.3193020019604617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
764,765,Helioptile,Electric,Normal,44,38,33,61,43,70,6,0,0.5267857142857143,112.0,59.0,0.29960235856974987,0.14313773278340208,0.8135509960355659,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Electric
765,766,Heliolisk,Electric,Normal,62,55,52,109,94,109,6,0,0.7833333333333333,120.0,94.0,0.4992212942756421,0.26039620047494066,0.7343081905680094,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Electric
766,767,Tyrunt,Rock,Dragon,58,89,77,45,45,48,6,0,0.3177570093457944,107.0,34.0,0.2839250041967434,0.22196662917135357,0.3807921262931588,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dragon
767,768,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,6,0,0.5394736842105263,152.0,82.0,0.4254912288064462,0.3325440569928759,0.3975451941701016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dragon
768,769,Amaura,Rock,Ice,77,59,50,67,63,46,6,0,0.23140495867768596,121.0,28.0,0.2675614822897432,0.25079677540307466,0.388743366539169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Ice
769,770,Aurorus,Rock,Ice,123,77,72,99,92,58,6,0,0.4621212121212121,132.0,61.0,0.36964978176934704,0.4003162104736908,0.3465641335358793,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Ice
770,771,Sylveon,Fairy,,95,65,65,110,130,60,6,0,0.4016393442622951,122.0,49.0,0.3740935034413295,0.3826584176977878,0.3617458323004133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fairy
771,772,Hawlucha,Fighting,Flying,78,92,75,74,63,118,6,0,0.8842975206611571,121.0,107.0,0.5273812321638409,0.28054305711786026,0.7883251830107941,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Fighting
772,773,Dedenne,Electric,Fairy,67,58,57,81,67,101,6,0,0.8790322580645161,124.0,109.0,0.44237472721168375,0.2436514185726784,0.8146825549177276,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Electric
773,774,Carbink,Rock,Fairy,50,50,150,50,150,50,6,0,0.2571428571428571,140.0,36.0,0.2437300654691959,0.4123297087864017,0.5570268916932155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fairy
774,775,Goomy,Dragon,,45,50,35,55,75,40,6,0,0.21367521367521367,117.0,25.0,0.22195211515863691,0.18542369703787026,0.4091582206665769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dragon
775,776,Sliggoo,Dragon,,68,75,53,83,113,60,6,0,0.45384615384615384,130.0,59.0,0.3509222343461474,0.2959373828271466,0.40494604324327127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dragon
776,777,Goodra,Dragon,,90,100,70,110,150,80,6,0,0.6037735849056604,106.0,64.0,0.47853365788148394,0.40218097737782776,0.4050801139936378,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dragon
777,778,Klefki,Steel,Fairy,57,80,91,80,87,75,6,0,0.5737704918032787,122.0,70.0,0.3964600470035253,0.2855536807899013,0.5083624427084189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fairy
778,779,Phantump,Ghost,Grass,43,70,48,50,60,38,6,0,0.2391304347826087,138.0,33.0,0.23647137821050868,0.1780739907511561,0.3309764973451343,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Ghost
779,780,Trevenant,Ghost,Grass,85,110,76,65,82,56,6,0,0.3933333333333333,150.0,59.0,0.3623344384757428,0.3180527434070741,0.33594822491447646,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Ghost
780,781,Pumpkaboo Average Size,Ghost,Grass,49,66,70,44,55,51,6,0,0.4260869565217391,115.0,49.0,0.2600566560349169,0.20837707786526682,0.509894959371938,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Ghost
781,782,Pumpkaboo Small Size,Ghost,Grass,44,66,70,44,55,56,6,0,0.0,0.0,0.0,0.2743423703206312,0.19853455818022747,0.5653183245210617,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Ghost
782,783,Pumpkaboo Large Size,Ghost,Grass,54,66,70,44,55,46,6,0,0.4214876033057851,121.0,51.0,0.2457709417492026,0.21821959755030618,0.4544715942228143,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Ghost
783,784,Pumpkaboo Super Size,Ghost,Grass,59,66,70,44,55,41,6,0,0.25190839694656486,131.0,33.0,0.23148522746348832,0.22806211723534558,0.3990482290736906,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Ghost
784,785,Gourgeist Average Size,Ghost,Grass,65,90,122,58,75,84,6,0,0.71875,128.0,92.0,0.4057965418834984,0.3214604424446944,0.6258289296355537,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Ghost
785,786,Gourgeist Small Size,Ghost,Grass,55,85,122,58,75,99,6,0,0.8099173553719008,121.0,98.0,0.4418969279838845,0.3017754030746157,0.7736444068446552,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Ghost
786,787,Gourgeist Large Size,Ghost,Grass,75,95,122,58,75,69,6,0,0.5725806451612904,124.0,71.0,0.3696961557831123,0.3411454818147731,0.48869022289806746,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Ghost
787,788,Gourgeist Super Size,Ghost,Grass,85,100,122,58,75,54,6,0,0.3939393939393939,132.0,52.0,0.3335957696827262,0.3608305211848519,0.36111182676089004,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Ghost
788,789,Bergmite,Ice,,55,69,85,32,35,28,6,0,0.09302325581395349,129.0,12.0,0.18209207654859827,0.21304524434445696,0.2817265303757781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ice
789,790,Avalugg,Ice,,95,117,184,44,46,28,6,0,0.2975206611570248,121.0,36.0,0.2632612892395501,0.41488063992001,0.16611547329606563,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ice
790,791,Noibat,Flying,Dragon,40,30,35,45,40,55,6,0,0.31496062992125984,127.0,40.0,0.2241952744670136,0.13391451068616422,0.8754774747155726,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dragon
791,792,Noivern,Flying,Dragon,85,70,80,97,80,123,6,0,0.9304347826086956,115.0,107.0,0.5431872167198254,0.3201162354705662,0.8171402694533425,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dragon
792,793,Xerneas,Fairy,,126,131,95,131,98,99,6,1,0.8294573643410853,129.0,107.0,0.6032438727547423,0.4389201349831271,0.40094570136427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fairy
793,794,Yveltal,Dark,Flying,126,131,95,131,98,99,6,1,0.8102189781021898,137.0,111.0,0.6032438727547423,0.4389201349831271,0.40094570136427,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dark
794,795,Zygarde Half Forme,Dragon,Ground,108,100,121,81,95,95,6,1,0.7476635514018691,107.0,80.0,0.4819886268255833,0.4288045244344457,0.571185450320327,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Dragon
795,796,Diancie,Rock,Fairy,50,100,150,100,150,50,6,1,0.37142857142857144,105.0,39.0,0.3792324156454591,0.4123297087864017,0.2562092439050785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fairy
796,797,Mega Diancie,Rock,Fairy,50,160,110,160,110,110,6,1,0.8854961832061069,131.0,116.0,0.7132638072855464,0.3202662167229096,0.36274484033472554,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fairy
797,798,Hoopa Confined,Psychic,Ghost,80,110,60,150,130,70,6,1,0.5042016806722689,119.0,60.0,0.5178235689105255,0.34757530308711415,0.27938784186845134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Ghost
798,799,Hoopa Unbound,Psychic,Dark,80,160,60,170,130,80,6,1,0.6180555555555556,144.0,89.0,0.6411364780929998,0.34757530308711415,0.25086084180172913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dark
799,800,Volcanion,Fire,Water,80,110,120,130,90,70,6,1,0.6198347107438017,121.0,75.0,0.4906496558670472,0.36662292213473313,0.304264725437733,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Fire
